ml_input,焦虑,悲伤,生气,羞愧,无助,平静,轻松
[事件]: 体检报告显示多项指标异常 [认知]: 我的身体已经垮了，未来只会成为家人的累赘，活着就是拖累别人。,80,75,10,60,70,5,0
[事件]: 在重要会议上发言结巴，表现糟糕 [认知]: 我永远克服不了当众说话的恐惧，在职场上不可能有任何发展。,75,50,25,65,70,0,0
[事件]: 朋友聚会未收到邀请 [认知]: 我果然是个不受欢迎的人，大家其实都讨厌我，只是表面客气而已。,70,80,60,85,75,0,0
[事件]: 尝试新爱好，很快失去兴趣 [认知]: 我做什么都三分钟热度，缺乏毅力和深度，是个肤浅又无趣的人。,40,45,0,60,35,0,0
[事件]: 与父母激烈争吵后冷战 [认知]: 我处理不好最亲密的关系，既伤害家人也伤害自己，不配拥有家庭温暖。,25,50,0,75,75,0,0
[事件]: 看到同龄人事业有成，自己平庸 [认知]: 我的人生已经落后太多，再怎么努力也追不上别人，毫无价值。,70,80,20,60,85,5,0
[事件]: 租房合同到期，房东不再续租 [认知]: 我连一个稳定的住所都无法维持，生活总是充满不确定和漂泊感。,60,30,0,25,55,0,0
[事件]: 精心准备的方案被领导全盘否定 [认知]: 我的想法毫无价值，工作能力太差，随时都可能被淘汰。,75,60,20,70,80,5,0
[事件]: 在社交软件上多次被拒绝匹配 [认知]: 我的外在和内在都缺乏吸引力，根本不配得到任何人的喜欢。,60,80,20,85,75,5,0
[事件]: 忘记重要纪念日，伴侣很失望 [认知]: 我太自私了，总是忽略别人的感受，不配拥有长久的亲密关系。,25,50,0,75,75,0,0
[事件]: 学习新技能进展缓慢，多次失败 [认知]: 我的学习能力有问题，脑子太笨，无法掌握任何像样的本领。,55,50,0,60,55,0,0
[事件]: 独自过节，无人问候陪伴 [认知]: 我在世界上是多余的，没有人真正在乎我，存在与否对他人毫无影响。,60,85,20,50,80,0,0
[事件]: 面试被拒后看到同龄人升职 [认知]: 我真是个彻头彻尾的失败者，永远都追不上别人的步伐，这辈子就这样了,80,85,40,90,95,0,0
[事件]: 朋友聚会没人主动联系我 [认知]: 我果然是个无趣又多余的人，大家其实都不喜欢我，只是不好意思说,50,75,25,75,75,0,0
[事件]: 发现眼角多了几条细纹 [认知]: 我越来越丑了，没人会再喜欢我这张脸，青春彻底结束了,80,75,10,40,60,5,0
[事件]: 家人催婚压力巨大 [认知]: 我连最基本的成家都做不到，让父母这么失望，我的人生太失败了,40,70,20,85,75,0,0
[事件]: 同事开玩笑说我工作马虎 [认知]: 他肯定在背后嘲笑我能力差，所有人都觉得我不配这个职位,70,60,40,75,50,10,5
[事件]: 看到前男友晒幸福合照 [认知]: 他离开我果然过得更好，我就是个让人倒霉的负担，不配被爱,70,85,60,90,80,0,0
[事件]: 信用卡账单超出还款能力 [认知]: 我连自己的财务都管不好，真是个没用的废物，未来一片黑暗,75,70,20,85,80,0,0
[事件]: 体检报告显示几项指标异常 [认知]: 我身体肯定出大问题了，很快就会得重病，人生就要完了,95,60,10,5,70,0,0
[事件]: 在会议上发言时突然卡壳 [认知]: 所有人都看到我出丑了，他们一定觉得我蠢透了，再也没脸见人,85,40,10,90,30,0,0
[事件]: 尝试新发型被说不好看 [认知]: 我做什么都是错的，连最基本的打扮都不会，根本没法见人,70,75,20,80,75,5,0
[事件]: 看到邻居孩子考上名校 [认知]: 我的人生已经输在起跑线上了，再怎么努力也比不过别人家的孩子,50,50,0,75,75,0,0
[事件]: 独自过生日没人记得 [认知]: 我果然是个无关紧要的人，连最亲近的人都想不起我，活着真没意思,70,85,40,60,90,0,0
[事件]: 健身一个月体重没变化 [认知]: 我连减肥这么简单的事都做不到，意志力太差，注定一事无成,60,55,30,65,70,0,0
[事件]: 被领导当众批评方案 [认知]: 我所有的努力都是白费，在他眼里我永远都是个没用的员工,60,50,20,70,80,0,0
[事件]: 朋友聚会聊的话题插不上嘴 [认知]: 我和他们根本不是一类人，他们肯定觉得我无聊又无知,70,60,10,65,55,15,5
[事件]: 租房遇到黑心中介被骗 [认知]: 我太容易相信别人了，总是上当受骗，根本不适合在这个社会生存,30,60,0,80,85,0,0
[事件]: 被男友多次取消约会 [认知]: 我肯定不够有魅力，不值得他花时间，他迟早会离开我,75,60,20,70,65,5,0
[事件]: 面试时被问及职业空白期 [认知]: 我的人生有污点，任何公司都不会真正接纳我这样的失败者,60,55,10,85,80,0,0
[事件]: 朋友聚会拍照总躲在角落 [认知]: 我长得太普通了，出现在照片里只会破坏整体美感,50,25,0,50,25,0,0
[事件]: 看到同事升职加薪而自己原地踏步 [认知]: 我能力太差了，再怎么努力也比不上别人，这辈子就这样了,75,80,40,85,90,0,0
[事件]: 家人突然重病住院 [认知]: 我赚的钱根本不够应付意外，我是个没用的负担,75,70,20,80,85,10,5
[事件]: 在会议上发言时声音发抖 [认知]: 所有人都在心里嘲笑我，我永远上不了台面,75,25,0,70,60,0,0
[事件]: 尝试新发型被说不好看 [认知]: 我连最基本的形象都打理不好，真是糟糕透顶,25,50,0,75,75,0,0
[事件]: 信用卡账单超出还款能力 [认知]: 我控制不了消费，是个没有自制力的废物,75,50,50,85,80,0,0
[事件]: 健身两周体重没变化 [认知]: 我的体质就是易胖，做什么都是白费力气,30,40,10,60,70,0,0
[事件]: 相亲对象见面后不再联系 [认知]: 我性格无趣，条件又差，根本没人会喜欢真实的我,60,80,0,70,85,0,0
[事件]: 工作上犯了一个小错误 [认知]: 我什么都做不好，迟早会被开除,75,25,0,50,75,0,0
[事件]: 看到同龄人买房买车 [认知]: 我的人生已经落后太多，永远追不上别人的脚步了,60,55,10,25,65,0,0
[事件]: 独自旅行时感到强烈孤独 [认知]: 我连享受孤独都做不到，内心真是脆弱不堪,40,70,10,20,80,0,0
[事件]: 学习新技能进度缓慢 [认知]: 我脑子太笨了，根本不是这块料，早点放弃算了,30,50,0,60,70,0,0
[事件]: 和邻居打招呼对方没回应 [认知]: 我肯定哪里得罪他了，我的人际关系总是处理得一塌糊涂,60,40,10,50,55,5,0
[事件]: 制定的读书计划一再拖延 [认知]: 我缺乏恒心，注定是个一事无成的人,25,50,0,75,75,0,0
[事件]: 发现男友手机里有和异性的暧昧聊天记录 [认知]: 他肯定不爱我了，这段感情从一开始就是假的，我永远不值得被真心对待。,80,75,50,70,75,0,0
[事件]: 面试时被面试官质疑工作经验不足 [认知]: 我果然能力太差，根本找不到好工作，这辈子就这样了。,80,70,20,60,75,0,0
[事件]: 脸上突然长了很多痘痘，用了很多方法都没好 [认知]: 我这样子太丑了，所有人都会嫌弃我，根本不敢出门见人。,85,40,20,75,50,0,0
[事件]: 朋友聚会时大家聊得火热，我却插不上话 [认知]: 我太无趣了，根本没人愿意和我交流，我就是个社交废物。,60,55,20,80,75,0,0
[事件]: 信用卡账单超出预算，这个月又要借钱 [认知]: 我连自己的财务都管不好，真是个失败者，永远摆脱不了穷困。,85,70,40,80,90,5,0
[事件]: 体检报告显示几项指标异常，医生建议复查 [认知]: 我肯定得了重病，治不好了，人生就要完了。,85,70,10,5,80,5,0
[事件]: 精心准备的方案被领导全盘否定 [认知]: 我的想法一文不值，做什么都做不好，根本不配这个职位。,80,70,40,85,90,0,0
[事件]: 发现伴侣忘了我们的纪念日 [认知]: 他根本不在乎我，我在他心里一点位置都没有，这段关系没意义了。,60,80,50,70,85,0,0
[事件]: 在重要会议上发言时突然大脑一片空白 [认知]: 我太没用了，关键时刻总是掉链子，所有人都在看我的笑话。,75,50,25,75,75,0,0
[事件]: 看到同龄人都事业有成，自己却还在原地踏步 [认知]: 我比别人差太多了，这辈子注定一事无成，永远追不上别人。,75,70,20,65,80,0,0
[事件]: 尝试新发型结果非常难看，被同事开玩笑 [认知]: 我怎么这么蠢，连个头发都弄不好，现在全公司都在嘲笑我。,85,60,20,75,50,0,0
[事件]: 父母又打电话催婚，说年纪不小了 [认知]: 我让他们失望了，是个不孝的孩子，人生彻底失败了。,80,75,20,85,70,5,0
[事件]: 辛苦做的项目功劳被同事抢走，领导表扬了同事 [认知]: 我永远是为他人做嫁衣的命，再怎么努力也没用。,60,70,50,40,80,10,5
[事件]: 租房合同到期，房东大幅涨价，不得不搬家 [认知]: 我连个安稳的住处都没有，生活一团糟，根本看不到希望。,70,65,40,20,80,5,0
[事件]: 在健身房看到别人身材都很好，自己却怎么练都没效果 [认知]: 我天生体质就差，再怎么努力也是白费，永远改变不了。,25,50,0,75,75,0,0
[事件]: 向暗恋的人表白被委婉拒绝 [认知]: 我果然没有吸引力，根本没人会喜欢我，注定要孤独终老。,70,80,10,60,75,5,0
[事件]: 被暗恋对象当众拒绝表白 [认知]: 我真是个彻头彻尾的失败者，连喜欢的人都不敢正眼看我，这辈子都不会有人爱我了，活着还有什么意思,85,90,40,80,95,0,0
[事件]: 面试时紧张到说不出话 [认知]: 我太没用了，这么简单的问题都回答不好，肯定找不到工作了，我就是个废物,85,70,20,80,75,0,0
[事件]: 朋友聚会没人主动找我聊天 [认知]: 我果然是个无趣的人，大家都不喜欢我，我根本不该来这种场合，只会让大家扫兴,50,75,40,85,80,0,0
[事件]: 看到镜子里自己的痘痘 [认知]: 我长得这么丑，根本没法见人，所有人都会嘲笑我，还不如永远躲在家里,75,50,0,75,50,0,0
[事件]: 信用卡账单还不上 [认知]: 我真没用，连钱都管不好，只会给家人添负担，我这样的人不配拥有任何东西,80,85,20,90,85,0,0
[事件]: 体检报告显示异常指标 [认知]: 我肯定得了绝症，治不好了，还会拖累全家，不如早点死了干净,90,85,10,80,90,0,0
[事件]: 在会议上说错一句话 [认知]: 所有人都看到我出丑了，以后我在公司再也抬不起头了，他们肯定都在背后笑话我,80,50,10,85,60,5,0
[事件]: 看到前任和新欢很幸福 [认知]: 都是我的错才失去他，我永远都找不到幸福了，注定孤独终老,80,85,20,70,90,5,0
[事件]: 孩子成绩下降被老师约谈 [认知]: 我是个失败的父母，连孩子都教不好，我毁了孩子的前途,60,50,0,85,75,0,0
[事件]: 健身一个月体重没变化 [认知]: 我连自己的身体都控制不了，做什么都坚持不下去，注定一事无成,60,50,20,80,75,0,0
[事件]: 被同事抢了功劳 [认知]: 我就是太软弱了，活该被欺负，永远都只能当个受气包，升职加薪永远轮不到我,70,80,60,85,90,5,0
[事件]: 父母生病却没钱治疗 [认知]: 我真是个不孝子，父母白养我这么大，关键时刻一点用都没有，我活着就是累赘,70,80,20,90,85,0,0
[事件]: 在陌生城市迷路问路被敷衍 [认知]: 连陌生人都讨厌我，我这个人就是让人反感，到哪里都不受欢迎,30,50,0,70,80,0,0
[事件]: 尝试新菜品做失败了 [认知]: 我什么都做不好，这么简单的事都能搞砸，真是个没用的人,40,70,20,80,75,0,0
[事件]: 看到同龄人都结婚生子 [认知]: 只有我还单身，我的人生已经落后太多了，永远都赶不上别人了,60,70,20,65,75,10,5
[事件]: 在公开场合不小心摔了一跤 [认知]: 所有人都看到我出丑了，他们会记住一辈子，我再也没脸见人了,85,25,10,90,80,5,0
[事件]: 面试被拒后收到更差offer [认知]: 我真是个彻底的失败者，连份像样的工作都找不到，这辈子注定一事无成，对不起所有对我有期待的人。,80,85,20,90,85,0,0
[事件]: 朋友聚会没人通知我 [认知]: 我果然是个不受欢迎的人，大家肯定都在背后议论我、讨厌我，我根本不配拥有朋友，永远都是被遗忘的那个。,80,75,20,60,70,0,0
[事件]: 脸上长了很多痘痘 [认知]: 我丑得没法见人，所有人看到我的脸都会觉得恶心，这样的我根本不值得被爱，活着就是一种对他人的视觉污染。,85,75,20,90,80,5,0
[事件]: 家人重病需要巨额医疗费 [认知]: 我太没用了，赚不到足够的钱救家人，眼睁睁看着他们受苦，我是个不孝的废物，根本不配当他们的孩子。,85,90,20,95,95,0,0
[事件]: 当众发言时大脑一片空白 [认知]: 我真是个蠢货，连几句话都说不清楚，所有人都在嘲笑我的窘迫，我这辈子都克服不了这种丢人的恐惧。,85,50,25,75,75,0,0
[事件]: 发现伴侣和异性聊天频繁 [认知]: 我肯定毫无魅力，所以他才会去找别人，我留不住任何人的心，最终都会被抛弃，孤独终老是我的宿命。,85,80,20,70,75,0,0
[事件]: 辛苦做的方案被领导全盘否定 [认知]: 我的努力毫无价值，我的想法幼稚可笑，在职场上我永远是个跟不上节奏的累赘，迟早会被淘汰。,75,70,40,80,85,0,0
[事件]: 看到同龄人都买房结婚 [认知]: 我的人生已经远远落后了，像个停滞不前的失败者，看着别人幸福而我什么都没有，活着就是在浪费生命。,60,65,20,70,80,0,0
[事件]: 孩子成绩差被老师约谈 [认知]: 我是个糟糕的家长，教不好自己的孩子，耽误了他的未来，我根本不配做父母，给孩子带来了不幸。,85,80,20,90,75,5,0
[事件]: 投资失败损失多年积蓄 [认知]: 我愚蠢又贪婪，活该被骗得一无所有，往后的人生只会更糟，我连自己都养活不了，是个彻头彻尾的负担。,85,90,40,95,90,0,0
[事件]: 身体查出不明肿块等待复查 [认知]: 我肯定得了绝症，这就是对我糟糕人生的惩罚，我害怕死亡但更怕拖累家人，也许死了对大家都好。,85,75,25,50,80,0,0
[事件]: 精心准备的礼物被朋友转送 [认知]: 我送的东西廉价又没品味，别人根本看不上，连我的心意都是一种打扰，我的人际交往总是这么失败。,60,70,40,80,75,0,0
[事件]: 重要会议迟到错过关键信息 [认知]: 我连最基本的时间管理都做不好，总是关键时刻掉链子，这种不可靠的性格注定成不了任何事。,60,55,10,65,70,5,0
